verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question
acknowledge,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Nancy asks: Did Nicholas acknowledge that Isabella ate a steak on Sunday? Question: Does Nancy believe that Isabella ate a steak on Sunday?,Nancy asks: Did Nicholas acknowledge that Isabella ate a steak on Sunday?,Does Nancy believe that Isabella ate a steak on Sunday?,Does Nancy believe that Isabella didnt eat a steak on Sunday?
admit,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Cynthia asks: Did Michelle admit that Isabella ate a steak on Sunday? Question: Does Cynthia believe that Isabella ate a steak on Sunday?,Cynthia asks: Did Michelle admit that Isabella ate a steak on Sunday?,Does Cynthia believe that Isabella ate a steak on Sunday?,Does Cynthia believe that Isabella didnt eat a steak on Sunday?
announce,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Betty asks: Did Ronald announce that Isabella ate a steak on Sunday? Question: Does Betty believe that Isabella ate a steak on Sunday?,Betty asks: Did Ronald announce that Isabella ate a steak on Sunday?,Does Betty believe that Isabella ate a steak on Sunday?,Does Betty believe that Isabella didnt eat a steak on Sunday?
annoyed,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Ashley asks: Is Emily annoyed that Isabella ate a steak on Sunday? Question: Does Ashley believe that Isabella ate a steak on Sunday?,Ashley asks: Is Emily annoyed that Isabella ate a steak on Sunday?,Does Ashley believe that Isabella ate a steak on Sunday?,Does Ashley believe that Isabella didnt eat a steak on Sunday?
right,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: George asks: Is Laura right that Isabella ate a steak on Sunday? Question: Does George believe that Isabella ate a steak on Sunday?,George asks: Is Laura right that Isabella ate a steak on Sunday?,Does George believe that Isabella ate a steak on Sunday?,Does George believe that Isabella didnt eat a steak on Sunday?
confess,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Jennifer asks: Did Sharon confess that Isabella ate a steak on Sunday? Question: Does Jennifer believe that Isabella ate a steak on Sunday?,Jennifer asks: Did Sharon confess that Isabella ate a steak on Sunday?,Does Jennifer believe that Isabella ate a steak on Sunday?,Does Jennifer believe that Isabella didnt eat a steak on Sunday?
confirm,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Larry asks: Did Michelle confirm that Isabella ate a steak on Sunday? Question: Does Larry believe that Isabella ate a steak on Sunday?,Larry asks: Did Michelle confirm that Isabella ate a steak on Sunday?,Does Larry believe that Isabella ate a steak on Sunday?,Does Larry believe that Isabella didnt eat a steak on Sunday?
demonstrate,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Dorothy asks: Did Stephanie demonstrate that Isabella ate a steak on Sunday? Question: Does Dorothy believe that Isabella ate a steak on Sunday?,Dorothy asks: Did Stephanie demonstrate that Isabella ate a steak on Sunday?,Does Dorothy believe that Isabella ate a steak on Sunday?,Does Dorothy believe that Isabella didnt eat a steak on Sunday?
discover,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Jennifer asks: Did Laura discover that Isabella ate a steak on Sunday? Question: Does Jennifer believe that Isabella ate a steak on Sunday?,Jennifer asks: Did Laura discover that Isabella ate a steak on Sunday?,Does Jennifer believe that Isabella ate a steak on Sunday?,Does Jennifer believe that Isabella didnt eat a steak on Sunday?
establish,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Ashley asks: Did Nicholas establish that Isabella ate a steak on Sunday? Question: Does Ashley believe that Isabella ate a steak on Sunday?,Ashley asks: Did Nicholas establish that Isabella ate a steak on Sunday?,Does Ashley believe that Isabella ate a steak on Sunday?,Does Ashley believe that Isabella didnt eat a steak on Sunday?
hear,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Kathleen asks: Did Sharon hear that Isabella ate a steak on Sunday? Question: Does Kathleen believe that Isabella ate a steak on Sunday?,Kathleen asks: Did Sharon hear that Isabella ate a steak on Sunday?,Does Kathleen believe that Isabella ate a steak on Sunday?,Does Kathleen believe that Isabella didnt eat a steak on Sunday?
inform,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Kimberly asks: Did Jacob inform Jane that Isabella ate a steak on Sunday? Question: Does Kimberly believe that Isabella ate a steak on Sunday?,Kimberly asks: Did Jacob inform Jane that Isabella ate a steak on Sunday?,Does Kimberly believe that Isabella ate a steak on Sunday?,Does Kimberly believe that Isabella didnt eat a steak on Sunday?
know,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Edward asks: Does Jason know that Isabella ate a steak on Sunday? Question: Does Edward believe that Isabella ate a steak on Sunday?,Edward asks: Does Jason know that Isabella ate a steak on Sunday?,Does Edward believe that Isabella ate a steak on Sunday?,Does Edward believe that Isabella didnt eat a steak on Sunday?
pretend,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Jennifer asks: Did Laura pretend that Isabella ate a steak on Sunday? Question: Does Jennifer believe that Isabella ate a steak on Sunday?,Jennifer asks: Did Laura pretend that Isabella ate a steak on Sunday?,Does Jennifer believe that Isabella ate a steak on Sunday?,Does Jennifer believe that Isabella didnt eat a steak on Sunday?
prove,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Lisa asks: Did Timothy prove that Isabella ate a steak on Sunday? Question: Does Lisa believe that Isabella ate a steak on Sunday?,Lisa asks: Did Timothy prove that Isabella ate a steak on Sunday?,Does Lisa believe that Isabella ate a steak on Sunday?,Does Lisa believe that Isabella didnt eat a steak on Sunday?
reveal,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Steven asks: Did Gary reveal that Isabella ate a steak on Sunday? Question: Does Steven believe that Isabella ate a steak on Sunday?,Steven asks: Did Gary reveal that Isabella ate a steak on Sunday?,Does Steven believe that Isabella ate a steak on Sunday?,Does Steven believe that Isabella didnt eat a steak on Sunday?
say,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Sandra asks: Did Amanda say that Isabella ate a steak on Sunday? Question: Does Sandra believe that Isabella ate a steak on Sunday?,Sandra asks: Did Amanda say that Isabella ate a steak on Sunday?,Does Sandra believe that Isabella ate a steak on Sunday?,Does Sandra believe that Isabella didnt eat a steak on Sunday?
see,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Steven asks: Did Stephanie see that Isabella ate a steak on Sunday? Question: Does Steven believe that Isabella ate a steak on Sunday?,Steven asks: Did Stephanie see that Isabella ate a steak on Sunday?,Does Steven believe that Isabella ate a steak on Sunday?,Does Steven believe that Isabella didnt eat a steak on Sunday?
suggest,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Paul asks: Did Jason suggest that Isabella ate a steak on Sunday? Question: Does Paul believe that Isabella ate a steak on Sunday?,Paul asks: Did Jason suggest that Isabella ate a steak on Sunday?,Does Paul believe that Isabella ate a steak on Sunday?,Does Paul believe that Isabella didnt eat a steak on Sunday?
think,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Betty asks: Does Emily think that Isabella ate a steak on Sunday? Question: Does Betty believe that Isabella ate a steak on Sunday?,Betty asks: Does Emily think that Isabella ate a steak on Sunday?,Does Betty believe that Isabella ate a steak on Sunday?,Does Betty believe that Isabella didnt eat a steak on Sunday?
polar,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Sandra asks: Did Isabella eat a steak on Sunday? Question: Does Sandra believe that Isabella ate a steak on Sunday?,Sandra asks: Did Isabella eat a steak on Sunday?,Does Sandra believe that Isabella ate a steak on Sunday?,
acknowledge,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Brian asks: Did Melissa acknowledge that Emily bought a car yesterday? Question: Does Brian believe that Emily bought a car yesterday?,Brian asks: Did Melissa acknowledge that Emily bought a car yesterday?,Does Brian believe that Emily bought a car yesterday?,Does Brian believe that Emily didn't buy a car yesterday?
admit,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Betty asks: Did Jacob admit that Emily bought a car yesterday? Question: Does Betty believe that Emily bought a car yesterday?,Betty asks: Did Jacob admit that Emily bought a car yesterday?,Does Betty believe that Emily bought a car yesterday?,Does Betty believe that Emily didn't buy a car yesterday?
announce,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Christopher asks: Did Jonathan announce that Emily bought a car yesterday? Question: Does Christopher believe that Emily bought a car yesterday?,Christopher asks: Did Jonathan announce that Emily bought a car yesterday?,Does Christopher believe that Emily bought a car yesterday?,Does Christopher believe that Emily didn't buy a car yesterday?
annoyed,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Kenneth asks: Is Melissa annoyed that Emily bought a car yesterday? Question: Does Kenneth believe that Emily bought a car yesterday?,Kenneth asks: Is Melissa annoyed that Emily bought a car yesterday?,Does Kenneth believe that Emily bought a car yesterday?,Does Kenneth believe that Emily didn't buy a car yesterday?
right,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Donna asks: Is Eric right that Emily bought a car yesterday? Question: Does Donna believe that Emily bought a car yesterday?,Donna asks: Is Eric right that Emily bought a car yesterday?,Does Donna believe that Emily bought a car yesterday?,Does Donna believe that Emily didn't buy a car yesterday?
confess,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Kathleen asks: Did Eric confess that Emily bought a car yesterday? Question: Does Kathleen believe that Emily bought a car yesterday?,Kathleen asks: Did Eric confess that Emily bought a car yesterday?,Does Kathleen believe that Emily bought a car yesterday?,Does Kathleen believe that Emily didn't buy a car yesterday?
confirm,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Kathleen asks: Did Jacob confirm that Emily bought a car yesterday? Question: Does Kathleen believe that Emily bought a car yesterday?,Kathleen asks: Did Jacob confirm that Emily bought a car yesterday?,Does Kathleen believe that Emily bought a car yesterday?,Does Kathleen believe that Emily didn't buy a car yesterday?
demonstrate,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Steven asks: Did Emily demonstrate that Emily bought a car yesterday? Question: Does Steven believe that Emily bought a car yesterday?,Steven asks: Did Emily demonstrate that Emily bought a car yesterday?,Does Steven believe that Emily bought a car yesterday?,Does Steven believe that Emily didn't buy a car yesterday?
discover,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: George asks: Did Carol discover that Emily bought a car yesterday? Question: Does George believe that Emily bought a car yesterday?,George asks: Did Carol discover that Emily bought a car yesterday?,Does George believe that Emily bought a car yesterday?,Does George believe that Emily didn't buy a car yesterday?
