verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question
announce,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Betty asks: Did Jeffrey announce that Isabella ate a steak on Sunday? Question: Does Betty believe that Isabella didnt eat a steak on Sunday?,Betty asks: Did Jeffrey announce that Isabella ate a steak on Sunday?,Does Betty believe that Isabella ate a steak on Sunday?,Does Betty believe that Isabella didnt eat a steak on Sunday?
annoyed,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Kevin asks: Is Nicholas annoyed that Isabella ate a steak on Sunday? Question: Does Kevin believe that Isabella didnt eat a steak on Sunday?,Kevin asks: Is Nicholas annoyed that Isabella ate a steak on Sunday?,Does Kevin believe that Isabella ate a steak on Sunday?,Does Kevin believe that Isabella didnt eat a steak on Sunday?
right,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Donna asks: Is Ronald right that Isabella ate a steak on Sunday? Question: Does Donna believe that Isabella didnt eat a steak on Sunday?,Donna asks: Is Ronald right that Isabella ate a steak on Sunday?,Does Donna believe that Isabella ate a steak on Sunday?,Does Donna believe that Isabella didnt eat a steak on Sunday?
confess,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Lisa asks: Did Nicholas confess that Isabella ate a steak on Sunday? Question: Does Lisa believe that Isabella didnt eat a steak on Sunday?,Lisa asks: Did Nicholas confess that Isabella ate a steak on Sunday?,Does Lisa believe that Isabella ate a steak on Sunday?,Does Lisa believe that Isabella didnt eat a steak on Sunday?
confirm,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Daniel asks: Did Jonathan confirm that Isabella ate a steak on Sunday? Question: Does Daniel believe that Isabella didnt eat a steak on Sunday?,Daniel asks: Did Jonathan confirm that Isabella ate a steak on Sunday?,Does Daniel believe that Isabella ate a steak on Sunday?,Does Daniel believe that Isabella didnt eat a steak on Sunday?
demonstrate,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Kathleen asks: Did Melissa demonstrate that Isabella ate a steak on Sunday? Question: Does Kathleen believe that Isabella didnt eat a steak on Sunday?,Kathleen asks: Did Melissa demonstrate that Isabella ate a steak on Sunday?,Does Kathleen believe that Isabella ate a steak on Sunday?,Does Kathleen believe that Isabella didnt eat a steak on Sunday?
discover,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Kenneth asks: Did Ryan discover that Isabella ate a steak on Sunday? Question: Does Kenneth believe that Isabella didnt eat a steak on Sunday?,Kenneth asks: Did Ryan discover that Isabella ate a steak on Sunday?,Does Kenneth believe that Isabella ate a steak on Sunday?,Does Kenneth believe that Isabella didnt eat a steak on Sunday?
establish,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Christopher asks: Did Laura establish that Isabella ate a steak on Sunday? Question: Does Christopher believe that Isabella didnt eat a steak on Sunday?,Christopher asks: Did Laura establish that Isabella ate a steak on Sunday?,Does Christopher believe that Isabella ate a steak on Sunday?,Does Christopher believe that Isabella didnt eat a steak on Sunday?
hear,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Kathleen asks: Did Ryan hear that Isabella ate a steak on Sunday? Question: Does Kathleen believe that Isabella didnt eat a steak on Sunday?,Kathleen asks: Did Ryan hear that Isabella ate a steak on Sunday?,Does Kathleen believe that Isabella ate a steak on Sunday?,Does Kathleen believe that Isabella didnt eat a steak on Sunday?
inform,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Larry asks: Did Melissa inform Jane that Isabella ate a steak on Sunday? Question: Does Larry believe that Isabella didnt eat a steak on Sunday?,Larry asks: Did Melissa inform Jane that Isabella ate a steak on Sunday?,Does Larry believe that Isabella ate a steak on Sunday?,Does Larry believe that Isabella didnt eat a steak on Sunday?
know,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Sandra asks: Does Ryan know that Isabella ate a steak on Sunday? Question: Does Sandra believe that Isabella didnt eat a steak on Sunday?,Sandra asks: Does Ryan know that Isabella ate a steak on Sunday?,Does Sandra believe that Isabella ate a steak on Sunday?,Does Sandra believe that Isabella didnt eat a steak on Sunday?
pretend,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Dorothy asks: Did Rebecca pretend that Isabella ate a steak on Sunday? Question: Does Dorothy believe that Isabella didnt eat a steak on Sunday?,Dorothy asks: Did Rebecca pretend that Isabella ate a steak on Sunday?,Does Dorothy believe that Isabella ate a steak on Sunday?,Does Dorothy believe that Isabella didnt eat a steak on Sunday?
prove,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Karen asks: Did Emily prove that Isabella ate a steak on Sunday? Question: Does Karen believe that Isabella didnt eat a steak on Sunday?,Karen asks: Did Emily prove that Isabella ate a steak on Sunday?,Does Karen believe that Isabella ate a steak on Sunday?,Does Karen believe that Isabella didnt eat a steak on Sunday?
reveal,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Scott asks: Did Nicholas reveal that Isabella ate a steak on Sunday? Question: Does Scott believe that Isabella didnt eat a steak on Sunday?,Scott asks: Did Nicholas reveal that Isabella ate a steak on Sunday?,Does Scott believe that Isabella ate a steak on Sunday?,Does Scott believe that Isabella didnt eat a steak on Sunday?
say,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Edward asks: Did Timothy say that Isabella ate a steak on Sunday? Question: Does Edward believe that Isabella didnt eat a steak on Sunday?,Edward asks: Did Timothy say that Isabella ate a steak on Sunday?,Does Edward believe that Isabella ate a steak on Sunday?,Does Edward believe that Isabella didnt eat a steak on Sunday?
see,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Jennifer asks: Did Jason see that Isabella ate a steak on Sunday? Question: Does Jennifer believe that Isabella didnt eat a steak on Sunday?,Jennifer asks: Did Jason see that Isabella ate a steak on Sunday?,Does Jennifer believe that Isabella ate a steak on Sunday?,Does Jennifer believe that Isabella didnt eat a steak on Sunday?
suggest,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Tyler asks: Did Sharon suggest that Isabella ate a steak on Sunday? Question: Does Tyler believe that Isabella didnt eat a steak on Sunday?,Tyler asks: Did Sharon suggest that Isabella ate a steak on Sunday?,Does Tyler believe that Isabella ate a steak on Sunday?,Does Tyler believe that Isabella didnt eat a steak on Sunday?
think,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: George asks: Does Nicholas think that Isabella ate a steak on Sunday? Question: Does George believe that Isabella didnt eat a steak on Sunday?,George asks: Does Nicholas think that Isabella ate a steak on Sunday?,Does George believe that Isabella ate a steak on Sunday?,Does George believe that Isabella didnt eat a steak on Sunday?
acknowledge,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Edward asks: Did Stephanie acknowledge that Emily bought a car yesterday? Question: Does Edward believe that Emily didn't buy a car yesterday?,Edward asks: Did Stephanie acknowledge that Emily bought a car yesterday?,Does Edward believe that Emily bought a car yesterday?,Does Edward believe that Emily didn't buy a car yesterday?
admit,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Lisa asks: Did Rebecca admit that Emily bought a car yesterday? Question: Does Lisa believe that Emily didn't buy a car yesterday?,Lisa asks: Did Rebecca admit that Emily bought a car yesterday?,Does Lisa believe that Emily bought a car yesterday?,Does Lisa believe that Emily didn't buy a car yesterday?
announce,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Edward asks: Did Nicholas announce that Emily bought a car yesterday? Question: Does Edward believe that Emily didn't buy a car yesterday?,Edward asks: Did Nicholas announce that Emily bought a car yesterday?,Does Edward believe that Emily bought a car yesterday?,Does Edward believe that Emily didn't buy a car yesterday?
annoyed,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Sandra asks: Is Emily annoyed that Emily bought a car yesterday? Question: Does Sandra believe that Emily didn't buy a car yesterday?,Sandra asks: Is Emily annoyed that Emily bought a car yesterday?,Does Sandra believe that Emily bought a car yesterday?,Does Sandra believe that Emily didn't buy a car yesterday?
right,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Karen asks: Is Jonathan right that Emily bought a car yesterday? Question: Does Karen believe that Emily didn't buy a car yesterday?,Karen asks: Is Jonathan right that Emily bought a car yesterday?,Does Karen believe that Emily bought a car yesterday?,Does Karen believe that Emily didn't buy a car yesterday?
confess,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Nancy asks: Did Melissa confess that Emily bought a car yesterday? Question: Does Nancy believe that Emily didn't buy a car yesterday?,Nancy asks: Did Melissa confess that Emily bought a car yesterday?,Does Nancy believe that Emily bought a car yesterday?,Does Nancy believe that Emily didn't buy a car yesterday?
confirm,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Edward asks: Did Ronald confirm that Emily bought a car yesterday? Question: Does Edward believe that Emily didn't buy a car yesterday?,Edward asks: Did Ronald confirm that Emily bought a car yesterday?,Does Edward believe that Emily bought a car yesterday?,Does Edward believe that Emily didn't buy a car yesterday?
demonstrate,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Brian asks: Did Timothy demonstrate that Emily bought a car yesterday? Question: Does Brian believe that Emily didn't buy a car yesterday?,Brian asks: Did Timothy demonstrate that Emily bought a car yesterday?,Does Brian believe that Emily bought a car yesterday?,Does Brian believe that Emily didn't buy a car yesterday?
discover,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Kenneth asks: Did Amanda discover that Emily bought a car yesterday? Question: Does Kenneth believe that Emily didn't buy a car yesterday?,Kenneth asks: Did Amanda discover that Emily bought a car yesterday?,Does Kenneth believe that Emily bought a car yesterday?,Does Kenneth believe that Emily didn't buy a car yesterday?
establish,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Nancy asks: Did Rebecca establish that Emily bought a car yesterday? Question: Does Nancy believe that Emily didn't buy a car yesterday?,Nancy asks: Did Rebecca establish that Emily bought a car yesterday?,Does Nancy believe that Emily bought a car yesterday?,Does Nancy believe that Emily didn't buy a car yesterday?
hear,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Jennifer asks: Did Laura hear that Emily bought a car yesterday? Question: Does Jennifer believe that Emily didn't buy a car yesterday?,Jennifer asks: Did Laura hear that Emily bought a car yesterday?,Does Jennifer believe that Emily bought a car yesterday?,Does Jennifer believe that Emily didn't buy a car yesterday?
inform,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Dorothy asks: Did Deborah inform Jane that Emily bought a car yesterday? Question: Does Dorothy believe that Emily didn't buy a car yesterday?,Dorothy asks: Did Deborah inform Jane that Emily bought a car yesterday?,Does Dorothy believe that Emily bought a car yesterday?,Does Dorothy believe that Emily didn't buy a car yesterday?
