verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question
acknowledge,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Kathleen asks: Did Timothy acknowledge that Isabella ate a steak on Sunday? Question: Is Kathleen certain that Isabella ate a steak on Sunday?,Kathleen asks: Did Timothy acknowledge that Isabella ate a steak on Sunday?,Is Kathleen certain that Isabella ate a steak on Sunday?,Is Kathleen certain that Isabella didnt eat a steak on Sunday?
admit,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Dorothy asks: Did Emily admit that Isabella ate a steak on Sunday? Question: Is Dorothy certain that Isabella ate a steak on Sunday?,Dorothy asks: Did Emily admit that Isabella ate a steak on Sunday?,Is Dorothy certain that Isabella ate a steak on Sunday?,Is Dorothy certain that Isabella didnt eat a steak on Sunday?
announce,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Kevin asks: Did Jason announce that Isabella ate a steak on Sunday? Question: Is Kevin certain that Isabella ate a steak on Sunday?,Kevin asks: Did Jason announce that Isabella ate a steak on Sunday?,Is Kevin certain that Isabella ate a steak on Sunday?,Is Kevin certain that Isabella didnt eat a steak on Sunday?
annoyed,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Nancy asks: Is Ryan annoyed that Isabella ate a steak on Sunday? Question: Is Nancy certain that Isabella ate a steak on Sunday?,Nancy asks: Is Ryan annoyed that Isabella ate a steak on Sunday?,Is Nancy certain that Isabella ate a steak on Sunday?,Is Nancy certain that Isabella didnt eat a steak on Sunday?
right,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Donna asks: Is Eric right that Isabella ate a steak on Sunday? Question: Is Donna certain that Isabella ate a steak on Sunday?,Donna asks: Is Eric right that Isabella ate a steak on Sunday?,Is Donna certain that Isabella ate a steak on Sunday?,Is Donna certain that Isabella didnt eat a steak on Sunday?
confess,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Edward asks: Did Emily confess that Isabella ate a steak on Sunday? Question: Is Edward certain that Isabella ate a steak on Sunday?,Edward asks: Did Emily confess that Isabella ate a steak on Sunday?,Is Edward certain that Isabella ate a steak on Sunday?,Is Edward certain that Isabella didnt eat a steak on Sunday?
confirm,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Ashley asks: Did Jonathan confirm that Isabella ate a steak on Sunday? Question: Is Ashley certain that Isabella ate a steak on Sunday?,Ashley asks: Did Jonathan confirm that Isabella ate a steak on Sunday?,Is Ashley certain that Isabella ate a steak on Sunday?,Is Ashley certain that Isabella didnt eat a steak on Sunday?
demonstrate,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Ashley asks: Did Amanda demonstrate that Isabella ate a steak on Sunday? Question: Is Ashley certain that Isabella ate a steak on Sunday?,Ashley asks: Did Amanda demonstrate that Isabella ate a steak on Sunday?,Is Ashley certain that Isabella ate a steak on Sunday?,Is Ashley certain that Isabella didnt eat a steak on Sunday?
discover,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Ashley asks: Did Ryan discover that Isabella ate a steak on Sunday? Question: Is Ashley certain that Isabella ate a steak on Sunday?,Ashley asks: Did Ryan discover that Isabella ate a steak on Sunday?,Is Ashley certain that Isabella ate a steak on Sunday?,Is Ashley certain that Isabella didnt eat a steak on Sunday?
establish,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Kevin asks: Did Jason establish that Isabella ate a steak on Sunday? Question: Is Kevin certain that Isabella ate a steak on Sunday?,Kevin asks: Did Jason establish that Isabella ate a steak on Sunday?,Is Kevin certain that Isabella ate a steak on Sunday?,Is Kevin certain that Isabella didnt eat a steak on Sunday?
hear,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Cynthia asks: Did Deborah hear that Isabella ate a steak on Sunday? Question: Is Cynthia certain that Isabella ate a steak on Sunday?,Cynthia asks: Did Deborah hear that Isabella ate a steak on Sunday?,Is Cynthia certain that Isabella ate a steak on Sunday?,Is Cynthia certain that Isabella didnt eat a steak on Sunday?
inform,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Karen asks: Did Stephanie inform Jane that Isabella ate a steak on Sunday? Question: Is Karen certain that Isabella ate a steak on Sunday?,Karen asks: Did Stephanie inform Jane that Isabella ate a steak on Sunday?,Is Karen certain that Isabella ate a steak on Sunday?,Is Karen certain that Isabella didnt eat a steak on Sunday?
know,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Sandra asks: Does Timothy know that Isabella ate a steak on Sunday? Question: Is Sandra certain that Isabella ate a steak on Sunday?,Sandra asks: Does Timothy know that Isabella ate a steak on Sunday?,Is Sandra certain that Isabella ate a steak on Sunday?,Is Sandra certain that Isabella didnt eat a steak on Sunday?
pretend,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Brian asks: Did Deborah pretend that Isabella ate a steak on Sunday? Question: Is Brian certain that Isabella ate a steak on Sunday?,Brian asks: Did Deborah pretend that Isabella ate a steak on Sunday?,Is Brian certain that Isabella ate a steak on Sunday?,Is Brian certain that Isabella didnt eat a steak on Sunday?
prove,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Donna asks: Did Ronald prove that Isabella ate a steak on Sunday? Question: Is Donna certain that Isabella ate a steak on Sunday?,Donna asks: Did Ronald prove that Isabella ate a steak on Sunday?,Is Donna certain that Isabella ate a steak on Sunday?,Is Donna certain that Isabella didnt eat a steak on Sunday?
reveal,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Ashley asks: Did Emily reveal that Isabella ate a steak on Sunday? Question: Is Ashley certain that Isabella ate a steak on Sunday?,Ashley asks: Did Emily reveal that Isabella ate a steak on Sunday?,Is Ashley certain that Isabella ate a steak on Sunday?,Is Ashley certain that Isabella didnt eat a steak on Sunday?
say,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Betty asks: Did Jacob say that Isabella ate a steak on Sunday? Question: Is Betty certain that Isabella ate a steak on Sunday?,Betty asks: Did Jacob say that Isabella ate a steak on Sunday?,Is Betty certain that Isabella ate a steak on Sunday?,Is Betty certain that Isabella didnt eat a steak on Sunday?
see,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Kimberly asks: Did Stephanie see that Isabella ate a steak on Sunday? Question: Is Kimberly certain that Isabella ate a steak on Sunday?,Kimberly asks: Did Stephanie see that Isabella ate a steak on Sunday?,Is Kimberly certain that Isabella ate a steak on Sunday?,Is Kimberly certain that Isabella didnt eat a steak on Sunday?
suggest,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Lisa asks: Did Deborah suggest that Isabella ate a steak on Sunday? Question: Is Lisa certain that Isabella ate a steak on Sunday?,Lisa asks: Did Deborah suggest that Isabella ate a steak on Sunday?,Is Lisa certain that Isabella ate a steak on Sunday?,Is Lisa certain that Isabella didnt eat a steak on Sunday?
think,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Tyler asks: Does Deborah think that Isabella ate a steak on Sunday? Question: Is Tyler certain that Isabella ate a steak on Sunday?,Tyler asks: Does Deborah think that Isabella ate a steak on Sunday?,Is Tyler certain that Isabella ate a steak on Sunday?,Is Tyler certain that Isabella didnt eat a steak on Sunday?
polar,p,high_prior,Isabella,Isabella is from Argentina.,Fact: Isabella is from Argentina. Sentence: Brian asks: Did Isabella eat a steak on Sunday? Question: Is Brian certain that Isabella ate a steak on Sunday?,Brian asks: Did Isabella eat a steak on Sunday?,Is Brian certain that Isabella ate a steak on Sunday?,
acknowledge,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Brian asks: Did Michelle acknowledge that Emily bought a car yesterday? Question: Is Brian certain that Emily bought a car yesterday?,Brian asks: Did Michelle acknowledge that Emily bought a car yesterday?,Is Brian certain that Emily bought a car yesterday?,Is Brian certain that Emily didn't buy a car yesterday?
admit,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Scott asks: Did Sharon admit that Emily bought a car yesterday? Question: Is Scott certain that Emily bought a car yesterday?,Scott asks: Did Sharon admit that Emily bought a car yesterday?,Is Scott certain that Emily bought a car yesterday?,Is Scott certain that Emily didn't buy a car yesterday?
announce,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Betty asks: Did Nicholas announce that Emily bought a car yesterday? Question: Is Betty certain that Emily bought a car yesterday?,Betty asks: Did Nicholas announce that Emily bought a car yesterday?,Is Betty certain that Emily bought a car yesterday?,Is Betty certain that Emily didn't buy a car yesterday?
annoyed,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Kimberly asks: Is Eric annoyed that Emily bought a car yesterday? Question: Is Kimberly certain that Emily bought a car yesterday?,Kimberly asks: Is Eric annoyed that Emily bought a car yesterday?,Is Kimberly certain that Emily bought a car yesterday?,Is Kimberly certain that Emily didn't buy a car yesterday?
right,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Tyler asks: Is Eric right that Emily bought a car yesterday? Question: Is Tyler certain that Emily bought a car yesterday?,Tyler asks: Is Eric right that Emily bought a car yesterday?,Is Tyler certain that Emily bought a car yesterday?,Is Tyler certain that Emily didn't buy a car yesterday?
confess,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Kathleen asks: Did Nicholas confess that Emily bought a car yesterday? Question: Is Kathleen certain that Emily bought a car yesterday?,Kathleen asks: Did Nicholas confess that Emily bought a car yesterday?,Is Kathleen certain that Emily bought a car yesterday?,Is Kathleen certain that Emily didn't buy a car yesterday?
confirm,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Kenneth asks: Did Jason confirm that Emily bought a car yesterday? Question: Is Kenneth certain that Emily bought a car yesterday?,Kenneth asks: Did Jason confirm that Emily bought a car yesterday?,Is Kenneth certain that Emily bought a car yesterday?,Is Kenneth certain that Emily didn't buy a car yesterday?
demonstrate,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Jennifer asks: Did Ryan demonstrate that Emily bought a car yesterday? Question: Is Jennifer certain that Emily bought a car yesterday?,Jennifer asks: Did Ryan demonstrate that Emily bought a car yesterday?,Is Jennifer certain that Emily bought a car yesterday?,Is Jennifer certain that Emily didn't buy a car yesterday?
discover,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Nancy asks: Did Rebecca discover that Emily bought a car yesterday? Question: Is Nancy certain that Emily bought a car yesterday?,Nancy asks: Did Rebecca discover that Emily bought a car yesterday?,Is Nancy certain that Emily bought a car yesterday?,Is Nancy certain that Emily didn't buy a car yesterday?
establish,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: George asks: Did Ryan establish that Emily bought a car yesterday? Question: Is George certain that Emily bought a car yesterday?,George asks: Did Ryan establish that Emily bought a car yesterday?,Is George certain that Emily bought a car yesterday?,Is George certain that Emily didn't buy a car yesterday?
hear,p,high_prior,Emily,Emily has been saving for a year.,Fact: Emily has been saving for a year. Sentence: Paul asks: Did Stephanie hear that Emily bought a car yesterday? Question: Is Paul certain that Emily bought a car yesterday?,Paul asks: Did Stephanie hear that Emily bought a car yesterday?,Is Paul certain that Emily bought a car yesterday?,Is Paul certain that Emily didn't buy a car yesterday?
