"workerid","predicate","polarity","utterance","item","speaker_response","ah_response","prior_rating"
411,"Polar","Polar","BARE-dances-?","Grace_H",0.51,NA,0.790144927536232
411,"inform","neg","inform-doesnt_dance-?","Jon_L",0.9,0.79,0.235696202531646
411,"think","neg","think-doesnt_dance-?","Olivia_H",0.51,0.51,0.664776119402985
411,"know","pos","know-dances-?","Frank_L",1,0.51,0.16965034965035
411,"know","neg","know-doesnt_dance-?","Jayden_H",1,0.51,0.687794117647059
411,"think","pos","think-dances-?","Owen_L",0.14,0.51,0.279503546099291
411,"say","neg","say-doesnt_dance-?","Danny_L",0.51,0.51,0.27993006993007
411,"know","pos","know-dances-?","Jackson_H",0.99,0.51,0.774965034965035
411,"say","pos","say-dances-?","Tony_H",0.51,0.51,0.747279411764706
411,"say","pos","say-dances-?","Emily_L",0.51,0.51,0.151655629139073
411,"inform","pos","inform-dances-?","Emma_L",0.99,0.51,0.323098591549296
411,"think","pos","think-dances-?","Josh_H",0.51,0.52,0.544575163398693
261,"inform","pos","inform-dances-?","Jon_H",0.97,0.91,0.7559375
261,"know","pos","know-dances-?","Danny_H",0.92,0.49,0.697062937062937
261,"say","neg","say-doesnt_dance-?","Charley_H",0.33,0.48,0.804632352941177
261,"inform","neg","inform-doesnt_dance-?","Jackson_H",0.59,0.92,0.774965034965035
261,"say","pos","say-dances-?","Mary_L",0.61,0.7,0.225401459854015
261,"think","pos","think-dances-?","Olivia_H",0.48,0.5,0.664776119402985
261,"know","pos","know-dances-?","Isabella_L",0.94,0.41,0.125813953488372
261,"Polar","Polar","BARE-dances-?","Grace_L",0.33,NA,0.24777027027027
261,"inform","pos","inform-dances-?","Emily_L",0.92,0.98,0.151655629139073
261,"think","neg","think-doesnt_dance-?","Josie_H",0.39,0.53,0.73343949044586
261,"Polar","Polar","BARE-dances-?","Owen_H",0.5,NA,0.74648275862069
261,"say","neg","say-doesnt_dance-?","Julian_L",0.55,0.69,0.401796875
261,"know","neg","know-doesnt_dance-?","Zoe_L",1,0.48,0.192108843537415
261,"say","pos","say-dances-?","Emma_H",0.59,0.68,0.680763888888889
261,"think","neg","think-doesnt_dance-?","Frank_L",0.27,0.68,0.16965034965035
261,"know","neg","know-doesnt_dance-?","Jayden_H",0.98,0.62,0.687794117647059
261,"inform","neg","inform-doesnt_dance-?","Tony_L",1,1,0.2196
261,"think","pos","think-dances-?","Josh_L",0.16,0.51,0.236917293233083
230,"think","neg","think-doesnt_dance-?","Frank_L",0.4,0.74,0.16965034965035
230,"inform","pos","inform-dances-?","Grace_L",0.3,0.73,0.24777027027027
230,"know","pos","know-dances-?","Jon_H",0.94,0.51,0.7559375
230,"know","neg","know-doesnt_dance-?","Jackson_H",0.79,0.24,0.774965034965035
230,"Polar","Polar","BARE-dances-?","Jayden_L",0.26,NA,0.1756
230,"say","pos","say-dances-?","Josh_H",0.38,0.84,0.544575163398693
230,"say","neg","say-doesnt_dance-?","Danny_L",0.3,0.64,0.27993006993007
230,"know","neg","know-doesnt_dance-?","Emily_L",0.67,0.25,0.151655629139073
230,"know","pos","know-dances-?","Josie_L",0.7,0.14,0.117286821705426
230,"inform","neg","inform-doesnt_dance-?","Julian_L",0.67,0.57,0.401796875
230,"inform","pos","inform-dances-?","Zoe_H",0.68,0.66,0.745971223021583
230,"inform","neg","inform-doesnt_dance-?","Emma_H",0.61,0.45,0.680763888888889
230,"say","pos","say-dances-?","Olivia_L",0.51,0.73,0.210592105263158
230,"think","pos","think-dances-?","Mary_L",0.39,0.77,0.225401459854015
230,"think","pos","think-dances-?","Owen_H",0.34,0.65,0.74648275862069
230,"Polar","Polar","BARE-dances-?","Charley_H",0.68,NA,0.804632352941177
230,"think","neg","think-doesnt_dance-?","Isabella_H",0.33,0.75,0.517707006369427
230,"say","neg","say-doesnt_dance-?","Tony_H",0.37,0.76,0.747279411764706
285,"Polar","Polar","BARE-dances-?","Grace_L",0.13,NA,0.24777027027027
285,"Polar","Polar","BARE-dances-?","Danny_H",0.77,NA,0.697062937062937
285,"think","neg","think-doesnt_dance-?","Owen_L",0.23,0.35,0.279503546099291
285,"inform","pos","inform-dances-?","Josie_L",0,0,0.117286821705426
285,"inform","neg","inform-doesnt_dance-?","Emily_H",0.93,0.91,0.561555555555556
285,"inform","neg","inform-doesnt_dance-?","Tony_L",0.98,0.98,0.2196
285,"know","neg","know-doesnt_dance-?","Josh_L",0.96,0.96,0.236917293233083
285,"know","pos","know-dances-?","Mary_L",0.99,0.49,0.225401459854015
285,"know","pos","know-dances-?","Jayden_H",0.97,0.62,0.687794117647059
285,"think","pos","think-dances-?","Emma_L",0.04,0.03,0.323098591549296
285,"say","pos","say-dances-?","Zoe_H",0.84,0.98,0.745971223021583
285,"say","neg","say-doesnt_dance-?","Jon_H",0.09,0.92,0.7559375
285,"say","neg","say-doesnt_dance-?","Isabella_L",0.87,0.96,0.125813953488372
285,"know","neg","know-doesnt_dance-?","Charley_H",0.97,0.47,0.804632352941177
285,"think","neg","think-doesnt_dance-?","Olivia_H",0.02,0.78,0.664776119402985
285,"think","pos","think-dances-?","Jackson_H",0.98,0.62,0.774965034965035
285,"inform","pos","inform-dances-?","Frank_H",0.52,0.48,0.67972027972028
285,"say","pos","say-dances-?","Julian_L",0.71,0.9,0.401796875
580,"say","pos","say-dances-?","Isabella_L",0.69,0.97,0.125813953488372
580,"Polar","Polar","BARE-dances-?","Danny_H",0.74,NA,0.697062937062937
580,"say","pos","say-dances-?","Josh_H",0.84,0.97,0.544575163398693
580,"inform","neg","inform-doesnt_dance-?","Julian_L",0.98,0.99,0.401796875
580,"inform","pos","inform-dances-?","Jackson_L",0.99,0.98,0.186013986013986
580,"think","neg","think-doesnt_dance-?","Olivia_L",0.11,0.9,0.210592105263158
580,"think","neg","think-doesnt_dance-?","Jon_H",0,0.92,0.7559375
580,"know","neg","know-doesnt_dance-?","Emily_L",0.97,0.5,0.151655629139073
580,"know","neg","know-doesnt_dance-?","Tony_H",0.96,0.29,0.747279411764706
580,"know","pos","know-dances-?","Zoe_H",0.98,0.44,0.745971223021583
580,"inform","pos","inform-dances-?","Jayden_H",0.98,0.28,0.687794117647059
580,"think","pos","think-dances-?","Frank_H",0.27,0.82,0.67972027972028
580,"think","pos","think-dances-?","Josie_L",0.04,0.79,0.117286821705426
580,"Polar","Polar","BARE-dances-?","Mary_L",0.68,NA,0.225401459854015
580,"know","pos","know-dances-?","Emma_L",0.99,0.53,0.323098591549296
580,"say","neg","say-doesnt_dance-?","Charley_L",0.69,0.96,0.277066666666667
580,"say","neg","say-doesnt_dance-?","Grace_H",0.66,0.89,0.790144927536232
580,"inform","neg","inform-doesnt_dance-?","Owen_H",0.97,0.42,0.74648275862069
531,"inform","pos","inform-dances-?","Tony_L",0.79,0.48,0.2196
531,"inform","pos","inform-dances-?","Isabella_H",0.88,0.46,0.517707006369427
531,"think","neg","think-doesnt_dance-?","Emma_H",0.19,0.54,0.680763888888889
531,"say","neg","say-doesnt_dance-?","Charley_H",0.34,0.71,0.804632352941177
531,"inform","neg","inform-doesnt_dance-?","Julian_L",0.78,0.43,0.401796875
531,"know","neg","know-doesnt_dance-?","Emily_H",0.94,0.43,0.561555555555556
531,"Polar","Polar","BARE-dances-?","Josie_L",0.45,NA,0.117286821705426
531,"inform","neg","inform-doesnt_dance-?","Jackson_H",0.88,0.48,0.774965034965035
531,"Polar","Polar","BARE-dances-?","Josh_H",0.81,NA,0.544575163398693
531,"know","pos","know-dances-?","Grace_H",0.93,0.34,0.790144927536232
531,"say","neg","say-doesnt_dance-?","Jayden_L",0.25,0.51,0.1756
531,"say","pos","say-dances-?","Jon_H",0.38,0.64,0.7559375
531,"know","pos","know-dances-?","Danny_L",0.7,0.29,0.27993006993007
531,"know","neg","know-doesnt_dance-?","Frank_L",0.87,0.42,0.16965034965035
531,"think","pos","think-dances-?","Owen_H",0.6,0.46,0.74648275862069
531,"think","pos","think-dances-?","Zoe_L",0.16,0.34,0.192108843537415
531,"say","pos","say-dances-?","Olivia_L",0.31,0.68,0.210592105263158
531,"think","neg","think-doesnt_dance-?","Mary_L",0.74,0.72,0.225401459854015
313,"say","neg","say-doesnt_dance-?","Olivia_L",0.35,0.3,0.210592105263158
313,"Polar","Polar","BARE-dances-?","Emma_L",0.23,NA,0.323098591549296
313,"know","pos","know-dances-?","Grace_L",0.89,0.12,0.24777027027027
313,"inform","neg","inform-doesnt_dance-?","Emily_L",0.96,0.96,0.151655629139073
313,"inform","neg","inform-doesnt_dance-?","Mary_H",0.24,0.14,0.815167785234899
313,"think","neg","think-doesnt_dance-?","Jayden_H",0.33,0.35,0.687794117647059
313,"say","pos","say-dances-?","Jackson_L",0.06,0.64,0.186013986013986
313,"think","pos","think-dances-?","Tony_L",0.29,0.73,0.2196
313,"know","pos","know-dances-?","Zoe_H",0.92,0.91,0.745971223021583
313,"say","pos","say-dances-?","Josh_H",0.86,0.83,0.544575163398693
313,"think","neg","think-doesnt_dance-?","Frank_L",0.81,0.77,0.16965034965035
313,"say","neg","say-doesnt_dance-?","Julian_H",0.3,0.22,0.599493670886076
313,"know","neg","know-doesnt_dance-?","Isabella_H",0.58,0.6,0.517707006369427
313,"Polar","Polar","BARE-dances-?","Charley_H",0.59,NA,0.804632352941177
313,"think","pos","think-dances-?","Danny_H",0.69,0.69,0.697062937062937
313,"inform","pos","inform-dances-?","Josie_H",0.78,0.76,0.73343949044586
313,"inform","pos","inform-dances-?","Owen_L",0.2,0.17,0.279503546099291
313,"know","neg","know-doesnt_dance-?","Jon_L",0.87,0.27,0.235696202531646
347,"think","pos","think-dances-?","Frank_L",0.04,0.03,0.16965034965035
347,"know","neg","know-doesnt_dance-?","Emma_L",0.48,0.45,0.323098591549296
347,"know","pos","know-dances-?","Danny_H",0.45,0.41,0.697062937062937
347,"know","neg","know-doesnt_dance-?","Isabella_H",0.47,0.41,0.517707006369427
347,"think","neg","think-doesnt_dance-?","Tony_L",0.41,0.39,0.2196
347,"inform","pos","inform-dances-?","Owen_H",0.41,0.41,0.74648275862069
347,"inform","pos","inform-dances-?","Jayden_L",0.09,0.08,0.1756
347,"think","neg","think-doesnt_dance-?","Zoe_H",0.52,0.54,0.745971223021583
347,"Polar","Polar","BARE-dances-?","Jon_H",0.43,NA,0.7559375
347,"say","pos","say-dances-?","Grace_L",0.11,0.18,0.24777027027027
347,"say","neg","say-doesnt_dance-?","Josh_L",0.33,0.34,0.236917293233083
347,"inform","neg","inform-doesnt_dance-?","Josie_L",0.36,0.34,0.117286821705426
347,"Polar","Polar","BARE-dances-?","Emily_L",0.02,NA,0.151655629139073
347,"know","pos","know-dances-?","Julian_L",0.32,0.31,0.401796875
347,"think","pos","think-dances-?","Mary_H",0.73,0.72,0.815167785234899
347,"inform","neg","inform-doesnt_dance-?","Charley_H",0.47,0.49,0.804632352941177
347,"say","neg","say-doesnt_dance-?","Olivia_H",0.53,0.55,0.664776119402985
347,"say","pos","say-dances-?","Jackson_H",0.2,0.2,0.774965034965035
420,"know","neg","know-doesnt_dance-?","Grace_L",0.94,0.22,0.24777027027027
420,"inform","neg","inform-doesnt_dance-?","Olivia_H",0.98,0.95,0.664776119402985
420,"inform","pos","inform-dances-?","Mary_H",0.95,0.95,0.815167785234899
420,"Polar","Polar","BARE-dances-?","Charley_L",0.31,NA,0.277066666666667
420,"inform","neg","inform-doesnt_dance-?","Josie_L",0.96,0.99,0.117286821705426
420,"say","pos","say-dances-?","Danny_H",0.73,0.95,0.697062937062937
420,"say","pos","say-dances-?","Zoe_L",0.15,0.79,0.192108843537415
420,"Polar","Polar","BARE-dances-?","Frank_H",0.79,NA,0.67972027972028
420,"know","pos","know-dances-?","Isabella_L",0.75,0.19,0.125813953488372
420,"say","neg","say-doesnt_dance-?","Jackson_H",0.2,0.8,0.774965034965035
420,"think","pos","think-dances-?","Tony_L",0.02,0.7,0.2196
420,"think","pos","think-dances-?","Jayden_H",0.17,0.66,0.687794117647059
420,"know","neg","know-doesnt_dance-?","Emma_H",0.95,0.14,0.680763888888889
420,"think","neg","think-doesnt_dance-?","Owen_L",0.07,0.72,0.279503546099291
420,"know","pos","know-dances-?","Jon_H",0.92,0.32,0.7559375
420,"think","neg","think-doesnt_dance-?","Emily_H",0.11,0.08,0.561555555555556
420,"say","neg","say-doesnt_dance-?","Josh_L",0.96,0.94,0.236917293233083
420,"inform","pos","inform-dances-?","Julian_L",0.89,0.85,0.401796875
381,"know","neg","know-doesnt_dance-?","Jayden_L",0.97,0.63,0.1756
381,"say","pos","say-dances-?","Charley_L",0.31,0.45,0.277066666666667
381,"think","neg","think-doesnt_dance-?","Jackson_L",0.45,0.62,0.186013986013986
381,"know","pos","know-dances-?","Tony_H",0.98,0.49,0.747279411764706
381,"say","neg","say-doesnt_dance-?","Josie_H",0.5,0.66,0.73343949044586
381,"Polar","Polar","BARE-dances-?","Mary_L",0.66,NA,0.225401459854015
381,"inform","pos","inform-dances-?","Josh_L",0.95,0.97,0.236917293233083
381,"think","pos","think-dances-?","Frank_L",0.02,0.59,0.16965034965035
381,"know","pos","know-dances-?","Emma_L",0.92,0.4,0.323098591549296
381,"say","neg","say-doesnt_dance-?","Grace_L",0.51,0.55,0.24777027027027
381,"inform","neg","inform-doesnt_dance-?","Danny_H",0.74,0.66,0.697062937062937
381,"inform","neg","inform-doesnt_dance-?","Emily_L",0.83,0.78,0.151655629139073
381,"think","pos","think-dances-?","Julian_H",0.35,0.52,0.599493670886076
381,"think","neg","think-doesnt_dance-?","Zoe_H",0.23,0.59,0.745971223021583
381,"say","pos","say-dances-?","Jon_H",0.54,0.69,0.7559375
381,"inform","pos","inform-dances-?","Olivia_H",0.97,0.82,0.664776119402985
381,"Polar","Polar","BARE-dances-?","Isabella_H",0.54,NA,0.517707006369427
381,"know","neg","know-doesnt_dance-?","Owen_H",0.85,0.41,0.74648275862069
360,"Polar","Polar","BARE-dances-?","Josie_L",0.01,NA,0.117286821705426
360,"say","pos","say-dances-?","Jayden_H",0.45,0.64,0.687794117647059
360,"inform","neg","inform-doesnt_dance-?","Olivia_H",1,0.98,0.664776119402985
360,"know","pos","know-dances-?","Emily_H",0.96,0.48,0.561555555555556
360,"say","neg","say-doesnt_dance-?","Zoe_L",0.47,0.55,0.192108843537415
360,"know","neg","know-doesnt_dance-?","Jackson_L",0.96,0.46,0.186013986013986
360,"inform","pos","inform-dances-?","Mary_L",0.99,0.98,0.225401459854015
360,"say","neg","say-doesnt_dance-?","Tony_H",0.53,0.53,0.747279411764706
360,"Polar","Polar","BARE-dances-?","Julian_H",0.5,NA,0.599493670886076
360,"think","pos","think-dances-?","Emma_H",0.35,0.51,0.680763888888889
360,"inform","pos","inform-dances-?","Danny_H",1,0.96,0.697062937062937
360,"know","pos","know-dances-?","Josh_L",0.97,0.51,0.236917293233083
360,"think","neg","think-doesnt_dance-?","Owen_H",0.35,0.73,0.74648275862069
360,"know","neg","know-doesnt_dance-?","Frank_H",0.97,0.49,0.67972027972028
360,"think","neg","think-doesnt_dance-?","Jon_L",0.12,0.69,0.235696202531646
360,"inform","neg","inform-doesnt_dance-?","Isabella_L",0.52,0.92,0.125813953488372
360,"think","pos","think-dances-?","Charley_L",0.37,0.53,0.277066666666667
360,"say","pos","say-dances-?","Grace_L",0.47,0.53,0.24777027027027
254,"think","neg","think-doesnt_dance-?","Tony_L",0.48,0.97,0.2196
254,"say","neg","say-doesnt_dance-?","Charley_L",0.17,0.96,0.277066666666667
254,"Polar","Polar","BARE-dances-?","Josie_L",0.33,NA,0.117286821705426
254,"say","pos","say-dances-?","Olivia_H",0.55,0.99,0.664776119402985
254,"say","neg","say-doesnt_dance-?","Zoe_H",0.07,0.59,0.745971223021583
254,"know","neg","know-doesnt_dance-?","Owen_L",0.84,0.86,0.279503546099291
254,"know","neg","know-doesnt_dance-?","Josh_H",1,0.84,0.544575163398693
254,"inform","pos","inform-dances-?","Emily_H",0.98,0.98,0.561555555555556
254,"inform","neg","inform-doesnt_dance-?","Emma_L",1,0.72,0.323098591549296
254,"know","pos","know-dances-?","Frank_H",0.99,0.81,0.67972027972028
254,"think","pos","think-dances-?","Danny_L",0.02,0.14,0.27993006993007
254,"think","neg","think-doesnt_dance-?","Jayden_H",0.05,0.49,0.687794117647059
254,"say","pos","say-dances-?","Isabella_L",0.02,0.28,0.125813953488372
254,"think","pos","think-dances-?","Grace_H",0.77,0.94,0.790144927536232
254,"Polar","Polar","BARE-dances-?","Jackson_H",0.7,NA,0.774965034965035
254,"inform","pos","inform-dances-?","Jon_L",0.02,0.03,0.235696202531646
254,"inform","neg","inform-doesnt_dance-?","Julian_H",0.82,0.67,0.599493670886076
254,"know","pos","know-dances-?","Mary_L",0.72,0.28,0.225401459854015
559,"inform","pos","inform-dances-?","Isabella_L",0.83,0.51,0.125813953488372
559,"say","neg","say-doesnt_dance-?","Emily_H",0.67,0.6,0.561555555555556
559,"know","pos","know-dances-?","Danny_H",0.79,0.5,0.697062937062937
559,"know","neg","know-doesnt_dance-?","Jackson_H",0.74,0.49,0.774965034965035
559,"think","pos","think-dances-?","Josie_L",0.3,0.23,0.117286821705426
559,"Polar","Polar","BARE-dances-?","Grace_H",0.52,NA,0.790144927536232
559,"know","neg","know-doesnt_dance-?","Charley_L",0.78,0.57,0.277066666666667
559,"say","pos","say-dances-?","Owen_H",0.68,0.66,0.74648275862069
559,"think","neg","think-doesnt_dance-?","Olivia_L",0.8,0.81,0.210592105263158
559,"say","neg","say-doesnt_dance-?","Jayden_L",0.78,0.71,0.1756
559,"inform","neg","inform-doesnt_dance-?","Mary_L",0.85,0.48,0.225401459854015
559,"say","pos","say-dances-?","Emma_L",0.52,0.69,0.323098591549296
559,"know","pos","know-dances-?","Josh_L",0.85,0.42,0.236917293233083
559,"inform","neg","inform-doesnt_dance-?","Frank_H",0.74,0.39,0.67972027972028
559,"think","pos","think-dances-?","Tony_H",0.67,0.7,0.747279411764706
559,"Polar","Polar","BARE-dances-?","Julian_L",0.5,NA,0.401796875
559,"inform","pos","inform-dances-?","Jon_H",0.82,0.44,0.7559375
559,"think","neg","think-doesnt_dance-?","Zoe_H",0.8,0.38,0.745971223021583
318,"know","pos","know-dances-?","Josh_L",0.96,0.53,0.236917293233083
318,"say","pos","say-dances-?","Owen_L",0.48,0.56,0.279503546099291
318,"Polar","Polar","BARE-dances-?","Danny_H",0.72,NA,0.697062937062937
318,"think","pos","think-dances-?","Frank_H",0.52,0.52,0.67972027972028
318,"inform","neg","inform-doesnt_dance-?","Emma_H",0.92,0.96,0.680763888888889
318,"know","pos","know-dances-?","Josie_H",0.97,0.47,0.73343949044586
318,"Polar","Polar","BARE-dances-?","Tony_L",0.49,NA,0.2196
318,"inform","pos","inform-dances-?","Jackson_L",0.94,0.9,0.186013986013986
318,"think","neg","think-doesnt_dance-?","Isabella_H",0.96,0.52,0.517707006369427
318,"say","pos","say-dances-?","Jon_H",0.55,0.92,0.7559375
318,"inform","neg","inform-doesnt_dance-?","Mary_L",0.95,0.91,0.225401459854015
318,"think","neg","think-doesnt_dance-?","Zoe_L",0.61,0.56,0.192108843537415
318,"know","neg","know-doesnt_dance-?","Jayden_H",0.95,0.49,0.687794117647059
318,"know","neg","know-doesnt_dance-?","Grace_L",0.93,0.47,0.24777027027027
318,"think","pos","think-dances-?","Olivia_L",0.5,0.5,0.210592105263158
318,"say","neg","say-doesnt_dance-?","Emily_L",0.97,0.55,0.151655629139073
318,"inform","pos","inform-dances-?","Julian_H",0.96,0.96,0.599493670886076
318,"say","neg","say-doesnt_dance-?","Charley_H",0.56,0.48,0.804632352941177
461,"inform","pos","inform-dances-?","Danny_H",1,1,0.697062937062937
461,"say","pos","say-dances-?","Charley_H",0.49,0.77,0.804632352941177
461,"say","neg","say-doesnt_dance-?","Frank_H",0.49,0.86,0.67972027972028
461,"inform","pos","inform-dances-?","Emma_L",1,0.97,0.323098591549296
461,"think","neg","think-doesnt_dance-?","Jayden_H",0.15,0.69,0.687794117647059
461,"know","neg","know-doesnt_dance-?","Julian_L",1,0.33,0.401796875
461,"say","pos","say-dances-?","Josh_L",0.14,0.76,0.236917293233083
461,"Polar","Polar","BARE-dances-?","Grace_L",0.62,NA,0.24777027027027
461,"think","pos","think-dances-?","Owen_L",0,0.62,0.279503546099291
461,"know","pos","know-dances-?","Zoe_L",1,0.37,0.192108843537415
461,"say","neg","say-doesnt_dance-?","Isabella_L",0.38,0.97,0.125813953488372
461,"think","neg","think-doesnt_dance-?","Olivia_L",0.2,0.88,0.210592105263158
461,"inform","neg","inform-doesnt_dance-?","Jon_H",0.8,0.92,0.7559375
461,"Polar","Polar","BARE-dances-?","Mary_H",0.7,NA,0.815167785234899
461,"inform","neg","inform-doesnt_dance-?","Tony_L",0.95,1,0.2196
461,"know","neg","know-doesnt_dance-?","Jackson_H",0.97,0.33,0.774965034965035
461,"think","pos","think-dances-?","Josie_H",0.18,0.59,0.73343949044586
461,"know","pos","know-dances-?","Emily_H",0.97,0.5,0.561555555555556
451,"say","neg","say-doesnt_dance-?","Tony_L",1,1,0.2196
451,"Polar","Polar","BARE-dances-?","Emma_L",0.22,NA,0.323098591549296
